RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
348,15600347,Hall,744,France,Female,49,4,0.0,1,1,1,167305.62,0
349,15600348,Thomas,483,Spain,Male,26,9,26677.98,1,1,0,46218.77,0
350,15600349,Davies,757,France,Male,39,4,0.0,2,0,0,175872.0,0
351,15600350,White,795,Spain,Male,27,9,65748.7,2,1,0,183371.54,0
352,15600351,Davies,615,France,Female,28,8,59160.61,1,1,1,15480.44,0
353,15600352,Hall,678,Spain,Male,33,8,87325.76,2,1,0,116903.42,0
354,15600353,Turner,757,Spain,Male,44,10,0.0,1,1,1,196323.3,0
355,15600354,Doyle,605,France,Male,35,8,0.0,1,0,0,186253.0,0
356,15600355,Hill,733,Spain,Female,32,3,0.0,2,1,1,105523.41,0
357,15600356,Smith,586,Germany,Male,40,5,66787.78,1,1,1,136418.15,0
358,15600357,Walker,604,Germany,Male,26,5,66393.04,2,1,0,121248.14,0
359,15600358,Harris,573,France,Female,44,0,34441.33,1,0,1,41447.42,0
360,15600359,King,683,Spain,Male,51,6,0.0,2,1,0,130946.52,0
361,15600360,Green,761,Germany,Female,38,4,0.0,1,0,1,67295.1,0
362,15600361,Walker,632,France,Male,37,4,0.0,1,1,0,68256.41,0
363,15600362,Martin,528,France,Male,43,1,11451.38,2,1,1,84577.64,0
364,15600363,Baker,546,France,Female,18,5,0.0,2,1,0,170583.2,0
365,15600364,Davies,688,Spain,Female,45,6,0.0,1,0,1,48430.82,0
366,15600365,Jackson,827,France,Female,73,1,143607.9,2,0,0,50907.54,0
367,15600366,Hall,688,Germany,Male,38,6,106493.9,1,1,1,2460.64,0
368,15600367,Roberts,613,Spain,Male,38,1,0.0,1,1,0,31846.37,0
369,15600368,Wilson,724,France,Male,47,1,210176.42,1,0,0,195757.18,1
370,15600369,Brown,627,Germany,Male,57,4,0.0,2,1,1,87340.12,0
371,15600370,Brown,614,Germany,Male,50,4,0.0,2,0,0,39837.77,0
372,15600371,Wilson,558,France,Male,18,10,0.0,2,1,1,193170.68,0
373,15600372,White,785,France,Male,45,0,186562.07,2,1,1,6396.46,0
374,15600373,Harris,406,France,Male,67,3,187283.3,1,0,0,97349.11,0
375,15600374,Hill,727,France,Male,46,8,39147.01,1,1,1,161115.82,0
376,15600375,Johnson,605,France,Male,26,2,49997.36,1,1,0,154792.22,0
377,15600376,Thomas,611,Germany,Female,42,10,0.0,2,1,1,38654.24,0
378,15600377,White,812,France,Female,25,8,157334.13,1,1,1,141850.15,0
379,15600378,Green,581,France,Male,53,10,19198.38,2,1,0,124835.43,0
380,15600379,Harris,585,Spain,Female,28,10,0.0,2,0,0,135379.97,0
381,15600380,Clarke,637,Spain,Female,40,1,209213.3,2,1,1,53954.86,0
382,15600381,Jackson,690,Germany,Male,30,5,107180.53,1,1,1,162336.14,0
383,15600382,Roberts,608,Germany,Male,33,8,114992.73,1,0,0,112288.26,0
384,15600383,Johnson,499,France,Male,55,0,0.0,3,1,0,145290.53,1
385,15600384,Doyle,567,France,Male,40,4,115618.17,2,1,0,187975.13,0
386,15600385,Clarke,773,Germany,Female,33,7,6718.68,1,0,1,171243.96,0
387,15600386,Taylor,657,Spain,Female,26,8,43749.37,2,1,1,156685.16,0
388,15600387,Clarke,693,Germany,Male,18,4,95783.68,3,0,0,58640.1,0
389,15600388,Wilson,625,France,Female,25,9,0.0,1,1,1,11762.54,1
390,15600389,Fowler,587,Germany,Male,40,7,73361.53,3,1,1,115354.25,1
391,15600390,Jackson,811,Spain,Female,50,0,69970.96,1,1,1,7868.1,0
392,15600391,King,632,France,Female,33,3,73352.04,3,1,0,143123.77,1
393,15600392,Evans,607,Spain,Male,56,10,0.0,1,0,0,147627.51,1
394,15600393,Walker,755,Spain,Male,31,0,0.0,1,1,0,113019.34,1
395,15600394,Davies,581,France,Female,36,1,0.0,1,1,1,34462.23,0
396,15600395,Turner,593,France,Female,27,3,0.0,2,0,0,175268.57,1
397,15600396,Taylor,651,Germany,Male,50,10,73493.18,4,1,0,119588.33,0
398,15600397,Johnson,650,France,Male,62,7,0.0,1,1,1,103463.5,0
399,15600398,White,675,France,Male,20,1,93439.34,1,1,1,113950.76,0
400,15600399,Smith,850,France,Female,35,4,73777.74,1,1,0,17494.53,0
401,15600400,Fowler,682,France,Female,53,10,64643.68,1,1,0,148346.97,1
402,15600401,Jackson,422,Germany,Female,23,2,0.0,2,1,0,13094.34,0
403,15600402,Wilson,681,Germany,Female,45,6,127552.21,1,1,0,116099.24,0
404,15600403,Walker,654,France,Female,52,5,22182.19,3,1,0,34682.16,1
405,15600404,Johnson,654,Germany,Female,40,8,93479.86,3,1,0,42332.69,1
406,15600405,Doyle,674,Germany,Male,45,8,0.0,1,1,0,47417.6,0
407,15600406,Walker,647,France,Female,58,9,68620.04,2,1,1,3846.82,1
408,15600407,Fowler,645,Germany,Male,60,1,0.0,4,0,1,178475.93,1
409,15600408,Wilson,709,France,Male,38,4,119239.0,2,0,0,161042.82,0
410,15600409,Harris,598,Germany,Female,33,7,152152.2,2,1,1,7226.0,0
411,15600410,Davies,559,Spain,Female,29,4,0.0,1,0,0,12340.23,0
412,15600411,Fowler,850,Spain,Female,50,7,111787.9,1,1,1,156792.49,0
413,15600412,King,581,France,Male,24,6,0.0,2,1,1,2353.85,0
414,15600413,Wood,660,Germany,Male,36,4,72536.13,1,1,1,94330.78,0
415,15600414,Turner,506,France,Male,40,1,77630.01,2,1,1,22352.15,0
416,15600415,Green,661,France,Male,33,10,157301.57,2,1,0,118734.81,0
417,15600416,Thomas,560,France,Male,42,9,0.0,1,1,0,199669.74,0
418,15600417,Roberts,608,Germany,Male,67,9,0.0,1,1,1,35232.28,0
419,15600418,Fowler,750,France,Male,38,3,102416.65,1,1,0,191380.09,0
420,15600419,Davies,695,Germany,Female,34,3,153672.13,2,0,1,173230.23,0
421,15600420,Evans,705,Spain,Male,50,3,0.0,1,0,0,197185.14,0
422,15600421,Taylor,480,France,Male,42,0,135528.28,1,1,0,153471.54,0
423,15600422,Martin,826,France,Female,55,1,0.0,3,0,1,171541.86,0
424,15600423,Baker,536,France,Male,41,3,1228.93,2,1,1,119324.93,0
425,15600424,Thomas,797,Spain,Female,36,10,0.0,2,1,1,173589.53,0
426,15600425,White,748,Germany,Female,19,2,0.0,2,1,1,23190.94,0
427,15600426,Smith,705,France,Male,21,5,127051.68,1,1,1,148589.21,0
428,15600427,Baker,568,Germany,Female,19,6,0.0,4,0,0,126115.99,0
429,15600428,Jackson,665,France,Female,43,3,52745.1,2,1,1,12909.45,0
430,15600429,Clarke,605,Germany,Female,24,10,59004.88,1,1,0,59026.48,1
431,15600430,Hall,653,Germany,Female,53,1,83342.38,1,0,0,44005.25,1
432,15600431,Harris,626,Germany,Female,39,9,169403.46,1,0,1,81629.91,0
433,15600432,Roberts,454,Spain,Female,36,8,183160.55,2,1,0,40472.31,0
434,15600433,Turner,758,Germany,Male,30,3,133659.47,2,0,0,55691.1,0
435,15600434,Wood,642,France,Female,46,8,108206.08,2,1,0,59910.0,1
436,15600435,Evans,603,France,Female,30,4,0.0,3,1,1,120362.37,0
437,15600436,Smith,596,France,Female,28,10,75928.66,1,0,1,27839.88,0
438,15600437,King,684,Spain,Female,52,0,0.0,2,0,0,48979.15,1
439,15600438,Johnson,564,Spain,Male,43,0,82903.78,2,0,1,64112.46,0
440,15600439,Johnson,434,Spain,Female,36,5,36170.71,2,1,0,90364.52,0
441,15600440,Fowler,689,Germany,Female,46,10,80374.48,1,1,1,8579.64,0
442,15600441,Hill,700,France,Male,39,0,28542.56,2,0,1,199843.08,0
443,15600442,Smith,631,Spain,Male,43,8,146375.43,2,1,0,60778.01,1
444,15600443,Thomas,540,France,Male,30,10,0.0,1,1,1,58181.63,0
445,15600444,Brown,659,France,Male,62,5,168625.93,2,1,1,111419.25,0
446,15600445,Evans,509,Spain,Female,33,9,389.45,1,0,0,170952.4,0
447,15600446,Evans,551,Germany,Male,56,8,194593.33,1,0,0,91905.06,1
448,15600447,Evans,578,Spain,Male,37,2,0.0,2,1,1,50519.0,0
449,15600448,Johnson,731,France,Female,48,9,24093.06,1,1,0,113609.23,0
450,15600449,Roberts,615,Spain,Female,47,7,0.0,2,1,0,97105.57,0
451,15600450,Taylor,607,France,Female,52,0,161924.64,2,0,1,85191.89,0
452,15600451,Roberts,838,Germany,Female,30,6,0.0,1,0,0,196792.71,0
453,15600452,Johnson,684,Spain,Female,51,7,0.0,1,1,0,199194.1,0
454,15600453,Martin,683,France,Female,59,8,0.0,1,0,0,112826.82,0
455,15600454,Clarke,615,France,Female,36,8,14323.57,1,1,0,14532.78,0
456,15600455,Wilson,593,France,Male,39,5,152294.5,2,1,1,113816.6,0
457,15600456,Wilson,440,Germany,Female,33,3,133925.16,1,0,1,190541.96,0
458,15600457,Taylor,743,France,Male,35,2,164384.77,3,1,0,185212.81,0
459,15600458,Turner,693,Germany,Male,58,0,111825.0,1,0,1,43884.67,0
460,15600459,Jackson,633,Spain,Male,28,7,0.0,1,1,0,38833.78,0
461,15600460,Thomas,637,Spain,Female,29,10,0.0,3,0,0,31298.92,1
462,15600461,Wood,721,France,Female,57,0,115567.92,1,1,1,164137.09,1
463,15600462,Johnson,501,Germany,Male,46,7,69665.56,2,1,0,98520.96,0
464,15600463,Harris,593,France,Female,62,6,59263.69,2,0,1,68271.27,1
465,15600464,Hall,541,Spain,Male,34,1,0.0,2,1,0,65636.63,0
466,15600465,Taylor,820,Spain,Female,40,2,142117.43,1,1,1,55807.24,0
467,15600466,Jackson,734,Spain,Female,32,3,0.0,1,1,1,176641.34,1
468,15600467,Fowler,439,Germany,Female,41,7,117565.52,4,0,0,82526.3,1
469,15600468,Thomas,505,France,Female,19,3,0.0,1,0,1,49559.53,0
470,15600469,Baker,637,Spain,Male,47,9,99695.83,2,1,0,142370.56,0
471,15600470,White,605,France,Male,43,4,16422.93,2,1,0,127455.46,0
472,15600471,Johnson,523,France,Female,38,1,82859.46,2,1,0,143357.75,1
473,15600472,Hall,837,France,Female,35,1,0.0,2,1,1,164569.27,0
474,15600473,Jackson,680,France,Male,29,4,3753.61,4,1,1,21145.51,0
475,15600474,Roberts,696,France,Male,47,4,0.0,1,0,1,1395.76,0
476,15600475,Taylor,584,France,Male,26,8,220631.5,2,1,1,11062.68,0
477,15600476,Jackson,719,France,Male,45,5,0.0,2,1,0,141651.86,0
478,15600477,Evans,613,Spain,Male,62,1,0.0,1,1,1,186964.81,0
479,15600478,Baker,623,Spain,Male,55,2,101922.61,2,1,1,66889.97,0
480,15600479,Martin,709,France,Female,22,6,0.0,1,1,1,156457.64,0
481,15600480,King,494,France,Male,33,3,0.0,1,1,1,146107.72,0
482,15600481,Evans,803,France,Male,44,7,128617.8,2,1,1,195634.25,0
483,15600482,Jackson,668,Spain,Male,38,10,71431.79,3,0,0,94687.82,0
484,15600483,Walker,773,France,Male,24,3,61915.81,1,1,1,34048.52,0
485,15600484,White,547,France,Female,43,6,0.0,2,1,1,153281.05,0
486,15600485,White,561,France,Male,39,9,53794.08,1,1,1,163944.95,0
487,15600486,White,538,France,Female,60,2,129834.81,1,1,0,141752.72,1
488,15600487,Fowler,674,France,Female,36,5,0.0,1,0,0,172773.15,0
489,15600488,Evans,656,Spain,Male,52,3,138949.29,2,1,1,74865.33,0
490,15600489,Brown,605,Spain,Female,25,6,0.0,1,1,1,138372.69,0
491,15600490,King,553,Spain,Female,28,8,78190.35,1,0,1,53505.88,0
492,15600491,Roberts,528,Spain,Male,47,1,0.0,2,1,1,89841.59,0
493,15600492,Hall,645,Spain,Male,51,2,36111.62,1,1,1,49255.94,0
494,15600493,Evans,605,France,Female,28,0,155925.83,1,0,1,31752.2,0
495,15600494,Hill,584,Germany,Female,39,0,0.0,1,1,0,8154.7,1
496,15600495,Hall,799,Spain,Male,24,0,0.0,2,0,0,134613.43,0
497,15600496,Hall,642,France,Female,37,7,41625.74,2,1,1,175179.34,0
498,15600497,Davies,772,Spain,Male,48,9,88402.0,2,1,0,63569.47,1
499,15600498,Wood,599,France,Female,34,4,14531.64,1,1,0,86417.84,0
500,15600499,Davies,673,Spain,Male,36,9,0.0,1,0,1,1705.84,0
501,15600500,Wood,645,Spain,Male,27,8,110385.25,2,1,0,83158.1,0
502,15600501,Wilson,487,Germany,Female,32,8,107633.81,1,1,1,56983.1,0
503,15600502,White,787,Germany,Female,58,8,0.0,1,1,0,115265.81,1
504,15600503,King,637,Spain,Female,40,2,71187.2,1,1,1,181794.92,0
505,15600504,Thomas,722,Spain,Male,28,5,119545.68,1,0,0,101724.36,1
506,15600505,Fowler,578,Germany,Male,36,5,78370.93,1,1,1,135431.0,0
507,15600506,Jackson,634,France,Female,21,7,74198.2,3,0,1,141391.09,1
508,15600507,Baker,567,Germany,Female,28,8,194690.72,1,1,0,31333.95,1
509,15600508,Clarke,769,France,Male,54,1,37695.6,2,1,0,69967.55,0
510,15600509,Wilson,680,France,Female,37,7,149423.02,1,1,0,23515.96,0
511,15600510,Green,685,France,Male,60,9,26492.56,2,1,0,88708.57,0
512,15600511,Wilson,780,Germany,Male,38,1,0.0,2,1,0,177569.85,0
513,15600512,White,761,France,Male,39,4,0.0,3,1,0,96705.94,0
514,15600513,Clarke,723,France,Male,46,9,61929.92,1,1,1,91774.44,0
515,15600514,Wood,514,France,Male,18,0,0.0,2,0,0,42655.39,0
516,15600515,Davies,583,France,Female,41,1,0.0,1,1,0,62733.24,1
517,15600516,Doyle,554,France,Male,38,8,56168.76,2,1,0,187383.31,0
518,15600517,Hall,720,Spain,Male,55,1,118942.03,3,1,0,61296.07,0
519,15600518,Wilson,666,France,Male,50,7,0.0,2,0,1,146545.93,0
520,15600519,King,517,Germany,Male,27,9,95332.17,2,1,1,9386.19,0
521,15600520,Johnson,632,Germany,Male,53,5,8796.36,2,1,1,26534.48,0
522,15600521,Martin,507,France,Female,36,5,77136.15,3,0,1,62984.11,0
523,15600522,White,645,France,Male,29,4,26912.59,1,1,0,180382.75,0
524,15600523,Roberts,491,Spain,Female,41,4,85711.07,1,1,0,44639.04,1
525,15600524,Turner,701,France,Female,37,4,0.0,2,0,1,145622.18,0
526,15600525,Clarke,686,France,Male,56,6,24529.86,4,0,0,34337.37,0
527,15600526,Johnson,833,Germany,Female,43,9,53761.96,1,1,1,122955.57,0
528,15600527,Davies,731,Germany,Female,41,10,38621.37,1,0,1,117778.82,1
529,15600528,Martin,609,Germany,Female,49,9,17734.14,2,1,1,124767.63,1
530,15600529,White,729,France,Female,51,1,149551.02,1,1,1,57969.03,0
531,15600530,Walker,516,Spain,Female,48,3,0.0,1,1,1,33258.5,0
532,15600531,Doyle,558,Spain,Female,55,8,0.0,1,1,0,177410.66,0
533,15600532,Baker,682,France,Female,46,6,55719.56,1,0,0,114319.34,0
534,15600533,Johnson,443,Spain,Male,41,3,0.0,2,1,1,43196.59,0
535,15600534,Baker,646,France,Female,53,3,48125.28,1,0,1,83252.48,1
536,15600535,Roberts,552,France,Female,38,1,172375.91,1,0,0,14351.21,0
537,15600536,Harris,660,Spain,Female,39,3,42883.59,2,1,0,95599.85,0
538,15600537,Smith,547,France,Male,58,4,0.0,1,1,0,85354.26,0
539,15600538,Wilson,691,France,Male,57,4,147015.12,1,0,1,27412.52,0
540,15600539,Clarke,652,Germany,Male,39,6,0.0,1,1,0,89430.09,0
541,15600540,Walker,784,Germany,Male,34,3,14402.83,1,0,0,128266.94,1
542,15600541,Hill,651,Spain,Male,55,2,0.0,2,0,0,185769.6,0
543,15600542,Hall,576,Germany,Male,48,9,154353.9,1,1,1,140933.85,0
544,15600543,Fowler,626,Germany,Male,42,4,45746.37,1,1,1,100984.62,0
545,15600544,Baker,521,France,Male,35,2,143662.21,1,1,1,154240.17,0
546,15600545,Jackson,689,France,Male,43,6,66334.34,1,1,1,56707.12,0
547,15600546,Clarke,707,France,Female,39,5,0.0,1,1,0,134087.54,0
548,15600547,Roberts,850,France,Male,32,6,13764.1,1,0,1,2007.37,0
549,15600548,Hall,590,Germany,Male,40,2,56545.28,1,1,1,15437.67,0
550,15600549,Baker,624,France,Male,42,7,41858.15,1,0,0,125228.86,0
551,15600550,Fowler,595,France,Male,35,2,0.0,2,1,1,39317.37,0
552,15600551,Smith,670,France,Male,49,9,95125.87,1,1,1,138057.19,0
553,15600552,Jackson,687,France,Female,53,4,115445.74,1,1,0,127713.9,0
554,15600553,Hill,645,Germany,Female,50,4,63021.26,2,1,0,13669.68,0
555,15600554,Smith,754,France,Male,36,4,38837.35,1,1,1,79106.84,0
556,15600555,Fowler,591,France,Female,47,4,0.0,2,0,0,122987.44,0
557,15600556,Johnson,745,France,Male,40,7,33372.61,1,1,1,142982.84,0
558,15600557,Evans,702,France,Male,25,5,149313.24,1,1,0,163400.75,0
559,15600558,Wood,649,Spain,Male,46,1,83701.27,3,1,1,66758.14,1
560,15600559,Hill,620,France,Male,41,6,72062.57,1,0,1,167506.49,0
561,15600560,Turner,850,France,Female,68,2,0.0,1,1,1,71496.63,0
562,15600561,White,572,France,Female,55,1,85799.95,2,1,0,2390.38,0
563,15600562,Wood,679,Germany,Female,47,9,0.0,3,1,1,122391.17,0
564,15600563,Johnson,578,Spain,Male,42,3,31621.36,1,1,1,49092.05,0
565,15600564,Roberts,821,Spain,Female,41,6,148173.98,2,1,1,25751.88,0
566,15600565,Baker,735,Spain,Male,28,1,94613.64,1,1,1,52413.2,0
567,15600566,Smith,585,Germany,Male,20,3,0.0,2,0,1,165754.89,0
568,15600567,Roberts,699,France,Male,29,4,109366.16,1,1,1,182886.26,0
569,15600568,Green,675,France,Female,38,1,0.0,2,1,0,192377.63,0
570,15600569,Jackson,600,Spain,Female,18,10,41902.5,1,1,0,61263.24,0
571,15600570,Baker,723,France,Male,33,3,27032.0,2,1,1,91729.81,0
572,15600571,Walker,687,Germany,Female,36,6,144996.12,1,0,0,160702.69,1
573,15600572,Johnson,671,France,Female,37,6,0.0,2,1,1,64262.64,0
574,15600573,Hill,646,Germany,Female,32,4,0.0,2,1,0,77643.49,0
575,15600574,Brown,691,Germany,Male,35,6,96606.97,2,1,0,48217.62,1
576,15600575,Wilson,672,Spain,Female,58,6,176809.97,4,0,1,114901.1,1
577,15600576,King,656,Germany,Female,46,0,120462.2,1,1,0,132194.07,0
578,15600577,Roberts,588,Spain,Female,33,7,43468.65,2,1,1,64369.45,0
579,15600578,Clarke,813,Germany,Male,38,1,174114.44,1,1,1,5821.87,0
580,15600579,Green,549,France,Female,39,4,0.0,3,1,0,147445.65,0
581,15600580,Baker,691,France,Male,31,4,104593.49,2,1,0,123702.86,0
582,15600581,Taylor,619,Spain,Female,31,4,0.0,1,1,0,44580.76,0
583,15600582,Jackson,819,France,Male,50,0,0.0,1,0,1,63614.89,0
584,15600583,Brown,563,France,Male,34,7,0.0,2,1,0,191465.6,1
585,15600584,Smith,579,Germany,Male,27,4,61736.04,2,1,1,126410.51,0
586,15600585,Turner,557,Spain,Male,39,0,128232.83,2,1,1,119500.07,0
587,15600586,Fowler,681,France,Male,40,0,0.0,2,1,0,128298.46,1
588,15600587,Brown,518,France,Male,18,5,0.0,1,1,1,190934.46,0
589,15600588,Davies,604,France,Male,39,7,67334.13,3,0,0,68631.96,1
590,15600589,Walker,443,France,Male,49,6,0.0,2,1,1,56902.28,0
591,15600590,White,673,Germany,Female,44,7,87581.06,2,1,0,75971.75,0
592,15600591,Wilson,602,France,Female,64,8,0.0,2,1,1,160388.87,0
593,15600592,Thomas,507,France,Female,53,9,117918.7,2,1,0,25070.82,1
594,15600593,Taylor,754,Spain,Male,55,10,82987.03,2,1,1,42158.11,0
595,15600594,King,524,France,Male,70,9,133321.81,2,0,0,46420.86,0
596,15600595,Evans,727,France,Female,47,8,133673.22,2,0,1,127639.1,0
597,15600596,White,583,Spain,Male,41,4,0.0,2,1,1,128675.02,0
598,15600597,Hall,804,Spain,Male,50,5,0.0,1,1,1,75005.39,0
599,15600598,Baker,722,Germany,Female,33,6,0.0,1,1,1,55962.26,0
600,15600599,Hall,553,Spain,Female,40,1,0.0,2,1,0,151175.73,0
601,15600600,Turner,562,France,Male,32,7,20922.98,2,0,0,7313.59,0
602,15600601,Jackson,708,Germany,Female,43,6,0.0,2,1,0,148008.8,0
603,15600602,Johnson,625,Germany,Male,32,5,0.0,2,1,1,42844.52,0
604,15600603,Walker,634,Spain,Female,31,9,0.0,1,1,0,180652.63,1
605,15600604,White,772,Germany,Male,44,7,0.0,1,1,0,83324.96,0
606,15600605,Johnson,578,Germany,Male,37,10,58709.81,2,0,1,128817.08,0
607,15600606,Doyle,659,Germany,Female,18,10,204290.83,3,0,0,25072.89,0
608,15600607,White,742,France,Male,23,9,42519.75,1,0,1,51523.0,0
609,15600608,Wilson,728,Spain,Female,26,3,46315.85,1,1,0,140421.11,0
610,15600609,Smith,635,France,Male,29,2,35132.97,1,0,0,110520.73,0
611,15600610,Doyle,622,Spain,Female,44,3,156813.15,1,0,1,154325.0,0
612,15600611,Taylor,483,Spain,Female,41,7,76639.64,2,1,1,113117.07,0
613,15600612,Martin,549,Germany,Male,51,9,0.0,1,1,1,114296.9,1
614,15600613,Evans,681,Germany,Female,47,9,167741.07,1,1,0,171793.54,1
615,15600614,Baker,637,France,Male,51,7,0.0,2,1,0,85513.29,0
616,15600615,Clarke,657,Spain,Male,46,7,0.0,2,0,0,179113.9,0
617,15600616,Brown,750,Spain,Male,41,10,22702.88,2,0,0,75070.83,0
618,15600617,Walker,536,France,Female,51,7,0.0,1,1,1,66390.25,0
619,15600618,Baker,627,France,Female,49,1,90923.35,1,1,0,156104.83,0
620,15600619,King,668,France,Female,43,5,4801.48,1,1,1,3297.73,0
621,15600620,Hill,582,Germany,Female,53,3,0.0,3,1,1,35266.23,0
622,15600621,Taylor,787,France,Female,18,7,28617.87,1,0,0,15281.38,0
623,15600622,Clarke,737,Germany,Male,36,6,21828.35,2,1,1,102908.91,0
624,15600623,Turner,678,France,Female,36,3,0.0,2,0,0,125986.13,0
625,15600624,King,822,Germany,Female,52,3,0.0,2,1,1,3064.81,0
626,15600625,Brown,506,France,Male,56,0,0.0,1,1,0,33131.25,1
627,15600626,King,649,Germany,Female,23,3,64552.53,1,0,1,61205.73,1
628,15600627,Clarke,685,France,Male,55,9,183110.05,2,1,0,59551.04,0
629,15600628,Thomas,562,Spain,Male,26,7,0.0,1,1,0,20329.41,0
630,15600629,Davies,679,Germany,Male,26,10,80783.38,2,1,0,35396.64,0
631,15600630,Harris,544,Germany,Male,36,10,118009.05,1,0,0,169563.3,0
632,15600631,Martin,716,Germany,Male,35,9,0.0,4,1,1,140415.65,0
633,15600632,King,752,France,Female,22,1,0.0,2,1,0,59922.78,0
634,15600633,Thomas,676,France,Female,46,3,105433.82,1,0,1,53418.09,0
635,15600634,Brown,472,France,Male,46,0,0.0,2,1,1,16959.64,0
636,15600635,Martin,557,France,Male,51,1,0.0,2,0,0,70432.28,0
637,15600636,Taylor,704,Spain,Male,34,2,140111.92,2,1,0,80215.83,0
638,15600637,White,652,Spain,Male,39,3,30505.29,1,1,0,180932.15,0
639,15600638,Roberts,391,Germany,Female,39,0,110362.22,1,1,1,148880.03,0
640,15600639,Hall,769,Germany,Male,58,9,46454.48,2,1,0,96351.6,0
641,15600640,Smith,663,Spain,Female,18,5,114543.79,1,1,1,27836.6,0
642,15600641,Smith,571,Germany,Female,28,7,14364.69,2,1,0,131576.17,0
643,15600642,Wood,746,France,Female,39,7,29072.13,1,1,0,187266.45,0
644,15600643,Brown,585,France,Female,27,10,108914.92,2,0,0,16530.93,0
645,15600644,Jackson,584,Spain,Male,36,1,144871.8,1,1,1,169872.95,0
646,15600645,Turner,684,Germany,Female,38,3,117645.44,2,1,1,36842.8,1
647,15600646,Johnson,821,France,Female,32,3,136976.45,1,0,1,140554.91,0
648,15600647,Baker,806,Spain,Female,40,6,0.0,1,1,0,37587.35,0
649,15600648,Doyle,685,Spain,Female,46,5,99487.29,1,0,0,120402.7,1
650,15600649,Walker,694,France,Female,36,8,62296.87,2,1,1,48287.29,0
651,15600650,Martin,726,France,Female,34,6,0.0,1,1,1,108797.91,0
652,15600651,Doyle,529,Germany,Male,37,2,0.0,2,1,1,120431.42,0
653,15600652,Wood,712,Spain,Female,39,6,86528.64,1,1,0,124085.54,0
654,15600653,Hill,580,France,Female,20,10,83569.07,2,1,1,136876.98,0
655,15600654,Hill,681,Germany,Male,44,6,177527.32,2,1,0,14736.89,1
656,15600655,Doyle,628,France,Female,34,6,88876.8,1,1,1,140974.09,0
657,15600656,Roberts,698,Germany,Male,53,1,0.0,1,1,0,31764.95,1
658,15600657,Brown,661,France,Female,46,0,0.0,1,0,1,135729.46,0
659,15600658,Smith,355,Spain,Male,52,2,84620.66,2,0,0,25683.49,0
660,15600659,Martin,667,France,Male,28,0,0.0,3,0,1,96403.53,0
661,15600660,Doyle,712,France,Female,35,4,110788.11,1,1,1,77966.92,0
662,15600661,Hill,693,Germany,Male,25,9,0.0,2,1,1,193501.92,1
663,15600662,Hill,640,France,Male,31,4,191323.74,2,1,0,126531.02,0
664,15600663,King,808,France,Male,53,7,133364.67,2,1,0,18552.98,0
665,15600664,Thomas,680,France,Male,55,9,0.0,2,0,1,140476.41,0
666,15600665,Turner,692,Spain,Female,26,8,130098.31,3,1,1,39633.54,0
667,15600666,Harris,750,Germany,Female,34,7,106932.62,2,1,1,57943.92,0
668,15600667,Brown,685,Germany,Male,38,8,0.0,2,1,0,76310.17,0
669,15600668,White,564,France,Female,45,3,61155.02,1,0,0,155468.86,1
670,15600669,Evans,416,France,Male,20,4,100377.19,2,1,0,188872.11,0
671,15600670,Green,604,France,Female,21,4,84549.85,4,1,1,184942.7,1
672,15600671,Roberts,723,Spain,Male,44,8,93216.37,3,1,0,34966.04,0
673,15600672,White,616,Germany,Male,18,4,41314.06,1,1,0,13022.28,1
674,15600673,Doyle,727,Spain,Male,34,10,0.0,2,1,1,165878.07,0
675,15600674,Johnson,664,Spain,Female,41,2,0.0,1,1,1,58355.43,0
676,15600675,Clarke,774,France,Male,44,1,160687.3,2,1,1,116982.39,0
677,15600676,Baker,622,Germany,Male,37,7,89448.58,1,1,0,195746.87,1
678,15600677,Green,695,France,Female,35,8,67348.83,2,1,0,38097.98,1
679,15600678,Hill,699,France,Female,48,7,0.0,1,1,1,75596.32,0
680,15600679,Hill,794,France,Male,42,3,46318.76,1,0,0,173652.19,0
681,15600680,Green,486,France,Female,32,0,149674.15,1,1,1,130346.13,1
682,15600681,King,606,France,Female,39,3,0.0,1,1,0,187573.05,0
683,15600682,Hall,731,France,Male,43,5,159150.34,1,1,1,126712.14,0
684,15600683,Taylor,798,France,Female,58,4,110714.26,2,1,0,61410.42,1
685,15600684,Hall,673,Spain,Male,48,10,0.0,2,0,1,161216.61,0
686,15600685,Walker,622,France,Female,52,9,96005.32,2,1,1,152093.49,0
687,15600686,Thomas,723,France,Male,32,8,0.0,2,0,0,186790.17,0
688,15600687,Turner,733,Germany,Female,33,0,59192.21,1,1,0,95757.22,0
689,15600688,Wood,615,Germany,Male,36,1,0.0,2,1,1,101065.02,0
690,15600689,Hill,682,Spain,Male,37,4,0.0,2,1,1,65440.8,0
691,15600690,Doyle,763,France,Female,28,6,0.0,1,1,0,54482.91,0
692,15600691,Johnson,831,Germany,Male,53,7,0.0,2,1,0,199309.04,0
693,15600692,Davies,721,France,Female,49,3,0.0,2,1,1,195473.85,0
694,15600693,Smith,654,France,Female,36,1,29824.33,2,0,1,106399.65,0
695,15600694,Turner,645,Germany,Female,46,3,0.0,2,1,1,191062.03,0
696,15600695,Taylor,704,Spain,Male,41,8,0.0,1,1,0,71874.93,0
